"","LTER_site","local_site","date","airtemp_max","flag_airtemp_max","airtemp_min","flag_airtemp_min","airtemp_avg"
"6079","NWT","sdl",1998-02-28,-19,NA,-23,NA,-21
"6080","NWT","sdl",1998-03-01,-17,NA,-22,NA,-19.5
"6081","NWT","sdl",1998-03-02,-11,NA,-17,NA,-14
"6082","NWT","sdl",1998-03-03,-7,NA,-13,NA,-10
"6083","NWT","sdl",1998-03-04,-10,NA,-14,NA,-12
"6084","NWT","sdl",1998-03-05,-12,NA,-17,NA,-14.5
"6085","NWT","sdl",1998-03-06,-5,NA,-11,NA,-8
"6086","NWT","sdl",1998-03-07,-11,NA,-17,NA,-14
"6087","NWT","sdl",1998-03-08,-10,NA,-20,NA,-15
"6088","NWT","sdl",1998-03-09,-15,NA,-18,NA,-16.5
"6089","NWT","sdl",1998-03-10,-12,NA,-16,NA,-14
"6090","NWT","sdl",1998-03-11,-10,NA,-13,NA,-11.5
"6091","NWT","sdl",1998-03-12,-6,NA,-12,NA,-9
"6092","NWT","sdl",1998-03-13,-3,NA,-10,"1",-6.5
"6093","NWT","sdl",1998-03-14,0,NA,-10,NA,-5
"6094","NWT","sdl",1998-03-15,0,NA,-9,NA,-4.5
"6095","NWT","sdl",1998-03-16,1,NA,-9,NA,-4
"6096","NWT","sdl",1998-03-17,-3,NA,-7,NA,-5
"6097","NWT","sdl",1998-03-18,-7,NA,-15,NA,-11
"6098","NWT","sdl",1998-03-19,-8,NA,-16,NA,-12
"6099","NWT","sdl",1998-03-20,-5,NA,-15,NA,-10
"6100","NWT","sdl",1998-03-21,-5,NA,-10,NA,-7.5
"6101","NWT","sdl",1998-03-22,-3,NA,-7,NA,-5
"6102","NWT","sdl",1998-03-23,0,NA,-4,NA,-2
"6103","NWT","sdl",1998-03-24,4,NA,-2,NA,1
"6104","NWT","sdl",1998-03-25,3,NA,-2,NA,0.5
"6105","NWT","sdl",1998-03-26,1,NA,-5,NA,-2
"6106","NWT","sdl",1998-03-27,-3,NA,-6,NA,-4.5
"6107","NWT","sdl",1998-03-28,-2,NA,-9,NA,-5.5
"6108","NWT","sdl",1998-03-29,-2,NA,-14,NA,-8
"6109","NWT","sdl",1998-03-30,-8,NA,-17,NA,-12.5
"6110","NWT","sdl",1998-03-31,-9,NA,-15,NA,-12
"6111","NWT","sdl",1998-04-01,-1,NA,-9,NA,-5
"6112","NWT","sdl",1998-04-02,-8,NA,-11,NA,-9.5
"6113","NWT","sdl",1998-04-03,0,NA,-14,NA,-7
"6114","NWT","sdl",1998-04-04,-1,NA,-8,NA,-4.5
"6115","NWT","sdl",1998-04-05,-5,NA,-9,NA,-7
"6116","NWT","sdl",1998-04-06,-7,NA,-10,NA,-8.5
"6117","NWT","sdl",1998-04-07,-5,NA,-11,NA,-8
"6118","NWT","sdl",1998-04-08,-6,NA,-13,NA,-9.5
"6119","NWT","sdl",1998-04-09,-6,NA,-11,NA,-8.5
"6120","NWT","sdl",1998-04-10,0,NA,-11,NA,-5.5
"6121","NWT","sdl",1998-04-11,4,NA,-5,NA,-0.5
"6122","NWT","sdl",1998-04-12,-4,NA,-9,NA,-6.5
"6123","NWT","sdl",1998-04-13,-1,NA,-11,NA,-6
"6124","NWT","sdl",1998-04-14,-5,NA,-11,NA,-8
"6125","NWT","sdl",1998-04-15,-7,NA,-15,NA,-11
"6126","NWT","sdl",1998-04-16,-8,NA,-16,NA,-12
"6127","NWT","sdl",1998-04-17,-6,NA,-14,NA,-10
"6128","NWT","sdl",1998-04-18,-5,NA,-15,NA,-10
"6129","NWT","sdl",1998-04-19,-6,NA,-12,NA,-9
"6130","NWT","sdl",1998-04-20,-3,NA,-10,NA,-6.5
"6131","NWT","sdl",1998-04-21,-3,NA,-11,NA,-7
"6132","NWT","sdl",1998-04-22,7,NA,-7,NA,0
"6133","NWT","sdl",1998-04-23,6,NA,-1,NA,2.5
"6134","NWT","sdl",1998-04-24,3,NA,-5,NA,-1
"6135","NWT","sdl",1998-04-25,-1,NA,-8,NA,-4.5
"6136","NWT","sdl",1998-04-26,-3,NA,-11,NA,-7
"6137","NWT","sdl",1998-04-27,-1,NA,-13,NA,-7
"6138","NWT","sdl",1998-04-28,-1,NA,-10,NA,-5.5
"6139","NWT","sdl",1998-04-29,8,NA,-9,NA,-0.5
"6140","NWT","sdl",1998-04-30,3,NA,-5,NA,-1
"6141","NWT","sdl",1998-05-01,2,NA,-4,NA,-1
"6142","NWT","sdl",1998-05-02,3,NA,-4,NA,-0.5
"6143","NWT","sdl",1998-05-03,6,NA,-2,NA,2
"6144","NWT","sdl",1998-05-04,7,NA,-3,NA,2
"6145","NWT","sdl",1998-05-05,2,NA,-4,NA,-1
"6146","NWT","sdl",1998-05-06,1,NA,-5,NA,-2
"6147","NWT","sdl",1998-05-07,-2,NA,-7,NA,-4.5
"6148","NWT","sdl",1998-05-08,0,NA,-6,NA,-3
"6149","NWT","sdl",1998-05-09,2,NA,-7,NA,-2.5
"6150","NWT","sdl",1998-05-10,4,NA,-4,NA,0
"6151","NWT","sdl",1998-05-11,0,NA,-4,NA,-2
"6152","NWT","sdl",1998-05-12,3,NA,-3,NA,0
"6153","NWT","sdl",1998-05-13,7,NA,-1,NA,3
"6154","NWT","sdl",1998-05-14,0,NA,-8,NA,-4
"6155","NWT","sdl",1998-05-15,-2,NA,-9,NA,-5.5
"6156","NWT","sdl",1998-05-16,4,NA,-5,NA,-0.5
"6157","NWT","sdl",1998-05-17,7,NA,0,NA,3.5
"6158","NWT","sdl",1998-05-18,8,NA,3,NA,5.5
"6159","NWT","sdl",1998-05-19,9,NA,3,NA,6
"6160","NWT","sdl",1998-05-20,10,NA,3,NA,6.5
"6161","NWT","sdl",1998-05-21,6,NA,0,NA,3
"6162","NWT","sdl",1998-05-22,3,NA,-4,NA,-0.5
"6163","NWT","sdl",1998-05-23,1,NA,-5,NA,-2
"6164","NWT","sdl",1998-05-24,4,NA,-4,NA,0
"6165","NWT","sdl",1998-05-25,6,NA,2,NA,4
"6166","NWT","sdl",1998-05-26,8,NA,1,NA,4.5
"6167","NWT","sdl",1998-05-27,10,NA,0,NA,5
"6168","NWT","sdl",1998-05-28,9,NA,3,NA,6
"6169","NWT","sdl",1998-05-29,11,NA,3,NA,7
"6170","NWT","sdl",1998-05-30,9,NA,2,NA,5.5
"6171","NWT","sdl",1998-05-31,8,NA,-2,NA,3
"6172","NWT","sdl",1998-06-01,10,NA,2,NA,6
"6173","NWT","sdl",1998-06-02,13,NA,1,NA,7
"6174","NWT","sdl",1998-06-03,11,NA,-1,NA,5
"6175","NWT","sdl",1998-06-04,3,NA,-5,NA,-1
"6176","NWT","sdl",1998-06-05,-3,NA,-7,NA,-5
"6177","NWT","sdl",1998-06-06,2,NA,-5,NA,-1.5
"6178","NWT","sdl",1998-06-07,8,NA,0,NA,4
"6179","NWT","sdl",1998-06-08,3,NA,-4,NA,-0.5
"6180","NWT","sdl",1998-06-09,6,NA,-1,NA,2.5
"6181","NWT","sdl",1998-06-10,6,NA,-2,NA,2
"6182","NWT","sdl",1998-06-11,3,NA,-3,NA,0
"6183","NWT","sdl",1998-06-12,8,NA,-1,NA,3.5
"6184","NWT","sdl",1998-06-13,5,NA,-3,NA,1
"6185","NWT","sdl",1998-06-14,1,NA,-3,NA,-1
"6186","NWT","sdl",1998-06-15,-2,NA,-5,NA,-3.5
"6187","NWT","sdl",1998-06-16,5,NA,0,NA,2.5
"6188","NWT","sdl",1998-06-17,5,NA,-6,NA,-0.5
"6189","NWT","sdl",1998-06-18,1,NA,-6,NA,-2.5
"6190","NWT","sdl",1998-06-19,11,NA,1,NA,6
"6191","NWT","sdl",1998-06-20,9,NA,2,NA,5.5
"6192","NWT","sdl",1998-06-21,8,NA,1,NA,4.5
"6193","NWT","sdl",1998-06-22,11,NA,1,NA,6
"6194","NWT","sdl",1998-06-23,10,NA,4,NA,7
"6195","NWT","sdl",1998-06-24,9,NA,4,NA,6.5
"6196","NWT","sdl",1998-06-25,14,NA,3,NA,8.5
"6197","NWT","sdl",1998-06-26,12,NA,6,NA,9
"6198","NWT","sdl",1998-06-27,12,NA,4,NA,8
"6199","NWT","sdl",1998-06-28,16,NA,3,NA,9.5
"6200","NWT","sdl",1998-06-29,17,NA,7,NA,12
"6201","NWT","sdl",1998-06-30,13,NA,5,NA,9
"6202","NWT","sdl",1998-07-01,17,NA,5,NA,11
"6203","NWT","sdl",1998-07-02,18,NA,7,NA,12.5
"6204","NWT","sdl",1998-07-03,14,NA,5,NA,9.5
"6205","NWT","sdl",1998-07-04,13,NA,4,NA,8.5
"6206","NWT","sdl",1998-07-05,16,NA,7,NA,11.5
"6207","NWT","sdl",1998-07-06,13,NA,6,NA,9.5
"6208","NWT","sdl",1998-07-07,13,NA,4,NA,8.5
"6209","NWT","sdl",1998-07-08,12,NA,4,NA,8
"6210","NWT","sdl",1998-07-09,12,NA,5,NA,8.5
"6211","NWT","sdl",1998-07-10,11,NA,3,NA,7
"6212","NWT","sdl",1998-07-11,13,NA,5,NA,9
"6213","NWT","sdl",1998-07-12,15,NA,7,NA,11
"6214","NWT","sdl",1998-07-13,17,NA,6,NA,11.5
"6215","NWT","sdl",1998-07-14,16,NA,8,NA,12
"6216","NWT","sdl",1998-07-15,15,NA,4,NA,9.5
"6217","NWT","sdl",1998-07-16,14,NA,4,NA,9
"6218","NWT","sdl",1998-07-17,15,NA,5,NA,10
"6219","NWT","sdl",1998-07-18,18,NA,7,NA,12.5
"6220","NWT","sdl",1998-07-19,19,NA,11,NA,15
"6221","NWT","sdl",1998-07-20,20,NA,10,NA,15
"6222","NWT","sdl",1998-07-21,17,NA,5,NA,11
"6223","NWT","sdl",1998-07-22,9,NA,4,NA,6.5
"6224","NWT","sdl",1998-07-23,11,NA,6,NA,8.5
"6225","NWT","sdl",1998-07-24,11,NA,4,NA,7.5
"6226","NWT","sdl",1998-07-25,13,NA,6,NA,9.5
"6227","NWT","sdl",1998-07-26,10,NA,4,NA,7
"6228","NWT","sdl",1998-07-27,10,NA,4,NA,7
"6229","NWT","sdl",1998-07-28,12,NA,5,NA,8.5
"6230","NWT","sdl",1998-07-29,10,NA,5,NA,7.5
"6231","NWT","sdl",1998-07-30,9,NA,4,NA,6.5
"6232","NWT","sdl",1998-07-31,14,NA,3,NA,8.5
"6233","NWT","sdl",1998-08-01,11,NA,2,NA,6.5
"6234","NWT","sdl",1998-08-02,9,NA,3,NA,6
"6235","NWT","sdl",1998-08-03,10,NA,4,NA,7
"6236","NWT","sdl",1998-08-04,7,NA,3,NA,5
"6237","NWT","sdl",1998-08-05,8,NA,0,NA,4
"6238","NWT","sdl",1998-08-06,13,NA,4,NA,8.5
"6239","NWT","sdl",1998-08-07,15,NA,7,NA,11
"6240","NWT","sdl",1998-08-08,16,NA,6,NA,11
"6241","NWT","sdl",1998-08-09,12,NA,5,NA,8.5
"6242","NWT","sdl",1998-08-10,13,NA,3,NA,8
"6243","NWT","sdl",1998-08-11,11,NA,3,NA,7
"6244","NWT","sdl",1998-08-12,11,NA,2,NA,6.5
"6245","NWT","sdl",1998-08-13,12,NA,11,NA,11.5
"6246","NWT","sdl",1998-08-14,14,NA,5,NA,9.5
"6247","NWT","sdl",1998-08-15,13,NA,5,NA,9
"6248","NWT","sdl",1998-08-16,13,NA,7,NA,10
"6249","NWT","sdl",1998-08-17,14,NA,6,NA,10
"6250","NWT","sdl",1998-08-18,14,NA,7,NA,10.5
"6251","NWT","sdl",1998-08-19,13,NA,5,NA,9
"6252","NWT","sdl",1998-08-20,12,NA,5,NA,8.5
"6253","NWT","sdl",1998-08-21,11,NA,5,NA,8
"6254","NWT","sdl",1998-08-22,12,NA,5,NA,8.5
"6255","NWT","sdl",1998-08-23,15,NA,7,NA,11
"6256","NWT","sdl",1998-08-24,15,NA,7,NA,11
"6257","NWT","sdl",1998-08-25,14,NA,6,NA,10
"6258","NWT","sdl",1998-08-26,13,NA,6,NA,9.5
"6259","NWT","sdl",1998-08-27,10,NA,3,NA,6.5
"6260","NWT","sdl",1998-08-28,13,NA,-1,NA,6
"6261","NWT","sdl",1998-08-29,16,NA,3,NA,9.5
"6262","NWT","sdl",1998-08-30,16,NA,5,NA,10.5
"6263","NWT","sdl",1998-08-31,11,NA,3,NA,7
"6264","NWT","sdl",1998-09-01,7,NA,2,NA,4.5
"6265","NWT","sdl",1998-09-02,12,NA,3,NA,7.5
"6266","NWT","sdl",1998-09-03,15,NA,5,NA,10
"6267","NWT","sdl",1998-09-04,16,NA,5,NA,10.5
"6268","NWT","sdl",1998-09-05,17,NA,7,NA,12
"6269","NWT","sdl",1998-09-06,17,NA,6,NA,11.5
"6270","NWT","sdl",1998-09-07,15,NA,6,NA,10.5
"6271","NWT","sdl",1998-09-08,15,NA,7,NA,11
"6272","NWT","sdl",1998-09-09,14,NA,6,NA,10
"6273","NWT","sdl",1998-09-10,13,NA,6,NA,9.5
"6274","NWT","sdl",1998-09-11,12,NA,4,NA,8
"6275","NWT","sdl",1998-09-12,10,NA,3,NA,6.5
"6276","NWT","sdl",1998-09-13,7,NA,1,NA,4
"6277","NWT","sdl",1998-09-14,8,NA,1,NA,4.5
"6278","NWT","sdl",1998-09-15,10,NA,2,NA,6
"6279","NWT","sdl",1998-09-16,12,NA,3,NA,7.5
"6280","NWT","sdl",1998-09-17,11,NA,3,NA,7
"6281","NWT","sdl",1998-09-18,12,NA,3,NA,7.5
"6282","NWT","sdl",1998-09-19,11,NA,0,NA,5.5
"6283","NWT","sdl",1998-09-20,8,NA,-1,NA,3.5
"6284","NWT","sdl",1998-09-21,8,NA,0,NA,4
"6285","NWT","sdl",1998-09-22,9,NA,1,NA,5
"6286","NWT","sdl",1998-09-23,7,NA,0,NA,3.5
"6287","NWT","sdl",1998-09-24,10,NA,2,NA,6
"6288","NWT","sdl",1998-09-25,13,NA,0,NA,6.5
"6289","NWT","sdl",1998-09-26,9,NA,-2,NA,3.5
"6290","NWT","sdl",1998-09-27,11,NA,-2,NA,4.5
"6291","NWT","sdl",1998-09-28,11,NA,5,NA,8
"6292","NWT","sdl",1998-09-29,12,NA,3,NA,7.5
"6293","NWT","sdl",1998-09-30,8,NA,0,NA,4
"6294","NWT","sdl",1998-10-01,6,NA,-3,NA,1.5
"6295","NWT","sdl",1998-10-02,-1,NA,-3,NA,-2
"6296","NWT","sdl",1998-10-03,3,NA,-2,NA,0.5
"6297","NWT","sdl",1998-10-04,-2,NA,-9,NA,-5.5
"6298","NWT","sdl",1998-10-05,-9,NA,-11,NA,-10
"6299","NWT","sdl",1998-10-06,-2,NA,-9,NA,-5.5
"6300","NWT","sdl",1998-10-07,8,NA,-2,NA,3
"6301","NWT","sdl",1998-10-08,8,NA,2,NA,5
"6302","NWT","sdl",1998-10-09,7,NA,0,NA,3.5
"6303","NWT","sdl",1998-10-10,7,NA,-2,NA,2.5
"6304","NWT","sdl",1998-10-11,4,NA,-4,NA,0
"6305","NWT","sdl",1998-10-12,7,NA,0,NA,3.5
"6306","NWT","sdl",1998-10-13,7,NA,-1,NA,3
"6307","NWT","sdl",1998-10-14,9,NA,-1,NA,4
"6308","NWT","sdl",1998-10-15,6,NA,-2,NA,2
"6309","NWT","sdl",1998-10-16,-1,NA,-8,NA,-4.5
"6310","NWT","sdl",1998-10-17,-7,NA,-10,NA,-8.5
"6311","NWT","sdl",1998-10-18,1,NA,-9,NA,-4
"6312","NWT","sdl",1998-10-19,2,NA,-8,NA,-3
"6313","NWT","sdl",1998-10-20,1,NA,-7,NA,-3
"6314","NWT","sdl",1998-10-21,3,NA,-8,NA,-2.5
"6315","NWT","sdl",1998-10-22,3,NA,-1,NA,1
"6316","NWT","sdl",1998-10-23,2,NA,-5,NA,-1.5
"6317","NWT","sdl",1998-10-24,1,NA,-6,NA,-2.5
"6318","NWT","sdl",1998-10-25,3,NA,-5,NA,-1
"6319","NWT","sdl",1998-10-26,3,NA,-2,NA,0.5
"6320","NWT","sdl",1998-10-27,4,NA,-3,NA,0.5
"6321","NWT","sdl",1998-10-28,-2,NA,-7,NA,-4.5
"6322","NWT","sdl",1998-10-29,-2,NA,-7,NA,-4.5
"6323","NWT","sdl",1998-10-30,0,NA,-6,NA,-3
"6324","NWT","sdl",1998-10-31,-2,NA,-4,NA,-3
"6325","NWT","sdl",1998-11-01,-1,NA,-4,NA,-2.5
"6326","NWT","sdl",1998-11-02,-3,NA,-4,NA,-3.5
"6327","NWT","sdl",1998-11-03,-4,NA,-12,NA,-8
"6328","NWT","sdl",1998-11-04,-7,NA,-13,NA,-10
"6329","NWT","sdl",1998-11-05,-7,NA,-12,NA,-9.5
"6330","NWT","sdl",1998-11-06,-8,NA,-12,NA,-10
"6331","NWT","sdl",1998-11-07,-10,NA,-13,NA,-11.5
"6332","NWT","sdl",1998-11-08,-7,NA,-10,NA,-8.5
"6333","NWT","sdl",1998-11-09,-9,NA,-17,NA,-13
"6334","NWT","sdl",1998-11-10,-16,NA,-18,NA,-17
"6335","NWT","sdl",1998-11-11,-9,NA,-16,NA,-12.5
"6336","NWT","sdl",1998-11-12,-8,NA,-11,NA,-9.5
"6337","NWT","sdl",1998-11-13,-3,NA,-8,NA,-5.5
"6338","NWT","sdl",1998-11-14,-3,NA,-6,NA,-4.5
"6339","NWT","sdl",1998-11-15,-1,NA,-3,NA,-2
"6340","NWT","sdl",1998-11-16,-1,NA,-6,NA,-3.5
"6341","NWT","sdl",1998-11-17,1,NA,-11,NA,-5
"6342","NWT","sdl",1998-11-18,-11,NA,-13,NA,-12
"6343","NWT","sdl",1998-11-19,-12,NA,-15,NA,-13.5
"6344","NWT","sdl",1998-11-20,-7,NA,-16,NA,-11.5
"6345","NWT","sdl",1998-11-21,-1,NA,-10,NA,-5.5
"6346","NWT","sdl",1998-11-22,0,NA,-6,NA,-3
"6347","NWT","sdl",1998-11-23,0,NA,-6,NA,-3
"6348","NWT","sdl",1998-11-24,-1,NA,-9,NA,-5
"6349","NWT","sdl",1998-11-25,-1,NA,-10,NA,-5.5
"6350","NWT","sdl",1998-11-26,4,NA,-4,NA,0
"6351","NWT","sdl",1998-11-27,4,NA,-2,NA,1
"6352","NWT","sdl",1998-11-28,2,NA,-5,NA,-1.5
"6353","NWT","sdl",1998-11-29,-3,NA,-8,NA,-5.5
"6354","NWT","sdl",1998-11-30,0,NA,-8,NA,-4
"6355","NWT","sdl",1998-12-01,3,NA,-2,NA,0.5
"6356","NWT","sdl",1998-12-02,1,NA,-3,NA,-1
"6357","NWT","sdl",1998-12-03,5,NA,-2,NA,1.5
"6358","NWT","sdl",1998-12-04,2,NA,-8,NA,-3
"6359","NWT","sdl",1998-12-05,4,NA,-16,NA,-6
"6360","NWT","sdl",1998-12-06,-15,NA,-20,NA,-17.5
"6361","NWT","sdl",1998-12-07,-17,NA,-20,NA,-18.5
"6362","NWT","sdl",1998-12-08,-7,NA,-17,NA,-12
"6363","NWT","sdl",1998-12-09,-14,NA,-22,NA,-18
"6364","NWT","sdl",1998-12-10,-8,NA,-22,NA,-15
"6365","NWT","sdl",1998-12-11,-3,NA,-9,NA,-6
"6366","NWT","sdl",1998-12-12,-6,NA,-9,NA,-7.5
"6367","NWT","sdl",1998-12-13,-1,NA,-7,NA,-4
"6368","NWT","sdl",1998-12-14,1,NA,-5,NA,-2
"6369","NWT","sdl",1998-12-15,0,NA,-7,NA,-3.5
"6370","NWT","sdl",1998-12-16,-4,NA,-9,NA,-6.5
"6371","NWT","sdl",1998-12-17,-3,NA,-6,NA,-4.5
"6372","NWT","sdl",1998-12-18,-4,NA,-18,NA,-11
"6373","NWT","sdl",1998-12-19,-5,NA,-19,NA,-12
"6374","NWT","sdl",1998-12-20,-7,NA,-20,NA,-13.5
"6375","NWT","sdl",1998-12-21,-20,NA,-26,NA,-23
"6376","NWT","sdl",1998-12-22,-15,NA,-21,NA,-18
"6377","NWT","sdl",1998-12-23,-17,NA,-19,NA,-18
"6378","NWT","sdl",1998-12-24,-16,NA,-20,NA,-18
"6379","NWT","sdl",1998-12-25,-12,NA,-18,NA,-15
"6380","NWT","sdl",1998-12-26,-9,NA,-12,NA,-10.5
"6381","NWT","sdl",1998-12-27,-12,NA,-14,NA,-13
"6382","NWT","sdl",1998-12-28,-9,NA,-13,NA,-11
"6383","NWT","sdl",1998-12-29,-6,NA,-8,NA,-7
"6384","NWT","sdl",1998-12-30,-6,NA,-8,NA,-7
"6385","NWT","sdl",1998-12-31,-3,NA,-8,NA,-5.5
"6386","NWT","sdl",1999-01-01,-8,NA,-15,NA,-11.5
"6387","NWT","sdl",1999-01-02,-15,NA,-19,NA,-17
"6388","NWT","sdl",1999-01-03,-19,NA,-22,NA,-20.5
"6389","NWT","sdl",1999-01-04,-11,NA,-19,NA,-15
"6390","NWT","sdl",1999-01-05,-8,NA,-11,NA,-9.5
"6391","NWT","sdl",1999-01-06,-7,NA,-9,NA,-8
"6392","NWT","sdl",1999-01-07,-7,NA,-11,NA,-9
"6393","NWT","sdl",1999-01-08,-11,NA,-16,NA,-13.5
"6394","NWT","sdl",1999-01-09,-11,NA,-16,NA,-13.5
"6395","NWT","sdl",1999-01-10,-9,NA,-13,NA,-11
"6396","NWT","sdl",1999-01-11,-5,NA,-9,NA,-7
"6397","NWT","sdl",1999-01-12,-5,NA,-11,NA,-8
"6398","NWT","sdl",1999-01-13,-10,NA,-14,NA,-12
"6399","NWT","sdl",1999-01-14,-6,NA,-15,NA,-10.5
"6400","NWT","sdl",1999-01-15,-6,NA,-11,NA,-8.5
"6401","NWT","sdl",1999-01-16,-7,NA,-11,NA,-9
"6402","NWT","sdl",1999-01-17,-10,NA,-17,NA,-13.5
"6403","NWT","sdl",1999-01-18,-6,NA,-11,NA,-8.5
"6404","NWT","sdl",1999-01-19,-6,NA,-8,NA,-7
"6405","NWT","sdl",1999-01-20,-7,NA,-11,NA,-9
"6406","NWT","sdl",1999-01-21,-9,NA,-14,NA,-11.5
"6407","NWT","sdl",1999-01-22,-14,NA,-19,NA,-16.5
"6408","NWT","sdl",1999-01-23,-8,NA,-15,NA,-11.5
"6409","NWT","sdl",1999-01-24,-6,NA,-8,NA,-7
"6410","NWT","sdl",1999-01-25,-1,NA,-6,NA,-3.5
"6411","NWT","sdl",1999-01-26,-3,NA,-14,NA,-8.5
"6412","NWT","sdl",1999-01-27,-12,NA,-16,NA,-14
"6413","NWT","sdl",1999-01-28,-8,NA,-16,NA,-12
"6414","NWT","sdl",1999-01-29,-5,NA,-18,NA,-11.5
"6415","NWT","sdl",1999-01-30,-4,NA,-11,NA,-7.5
"6416","NWT","sdl",1999-01-31,-2,NA,-8,NA,-5
"6417","NWT","sdl",1999-02-01,-8,NA,-15,NA,-11.5
"6418","NWT","sdl",1999-02-02,-11,NA,-16,NA,-13.5
"6419","NWT","sdl",1999-02-03,-7,NA,-14,NA,-10.5
"6420","NWT","sdl",1999-02-04,-2,NA,-7,NA,-4.5
"6421","NWT","sdl",1999-02-05,-6,NA,-10,NA,-8
"6422","NWT","sdl",1999-02-06,-9,NA,-11,NA,-10
"6423","NWT","sdl",1999-02-07,-4,NA,-10,NA,-7
"6424","NWT","sdl",1999-02-08,-4,NA,-8,NA,-6
"6425","NWT","sdl",1999-02-09,-1,NA,-6,NA,-3.5
"6426","NWT","sdl",1999-02-10,-2,NA,-21,NA,-11.5
"6427","NWT","sdl",1999-02-11,-17,NA,-24,NA,-20.5
"6428","NWT","sdl",1999-02-12,-8,NA,-17,NA,-12.5
"6429","NWT","sdl",1999-02-13,-1,NA,-8,NA,-4.5
"6430","NWT","sdl",1999-02-14,-2,NA,-8,NA,-5
"6431","NWT","sdl",1999-02-15,-8,NA,-15,NA,-11.5
"6432","NWT","sdl",1999-02-16,-11,NA,-15,NA,-13
"6433","NWT","sdl",1999-02-17,-9,NA,-16,NA,-12.5
"6434","NWT","sdl",1999-02-18,-10,NA,-16,NA,-13
"6435","NWT","sdl",1999-02-19,-9,NA,-16,NA,-12.5
"6436","NWT","sdl",1999-02-20,-14,NA,-17,NA,-15.5
"6437","NWT","sdl",1999-02-21,-2,NA,-17,NA,-9.5
"6438","NWT","sdl",1999-02-22,-8,NA,-19,NA,-13.5
"6439","NWT","sdl",1999-02-23,-8,NA,-16,NA,-12
"6440","NWT","sdl",1999-02-24,-2,NA,-10,NA,-6
"6441","NWT","sdl",1999-02-25,-1,NA,-7,NA,-4
"6442","NWT","sdl",1999-02-26,-7,NA,-17,NA,-12
"6443","NWT","sdl",1999-02-27,-8,NA,-19,NA,-13.5
"6444","NWT","sdl",1999-02-28,-5,NA,-10,NA,-7.5
"6445","NWT","sdl",1999-03-01,-3,NA,-10,NA,-6.5
"6446","NWT","sdl",1999-03-02,-10,NA,-13,NA,-11.5
"6447","NWT","sdl",1999-03-03,-2,NA,-11,NA,-6.5
"6448","NWT","sdl",1999-03-04,-4,NA,-10,NA,-7
"6449","NWT","sdl",1999-03-05,-10,NA,-18,NA,-14
"6450","NWT","sdl",1999-03-06,-6,NA,-14,NA,-10
"6451","NWT","sdl",1999-03-07,-1,NA,-7,NA,-4
"6452","NWT","sdl",1999-03-08,-7,NA,-13,NA,-10
"6453","NWT","sdl",1999-03-09,-5,NA,-11,NA,-8
"6454","NWT","sdl",1999-03-10,-9,NA,-13,NA,-11
"6455","NWT","sdl",1999-03-11,-3,NA,-13,NA,-8
"6456","NWT","sdl",1999-03-12,-9,NA,-15,NA,-12
"6457","NWT","sdl",1999-03-13,-2,"1",-13,NA,-7.5
"6458","NWT","sdl",1999-03-14,-1,"1",-8,NA,-4.5
"6459","NWT","sdl",1999-03-15,2,NA,-5,NA,-1.5
"6460","NWT","sdl",1999-03-16,-2,NA,-5,NA,-3.5
"6461","NWT","sdl",1999-03-17,2,NA,-11,NA,-4.5
"6462","NWT","sdl",1999-03-18,0,NA,-9,NA,-4.5
"6463","NWT","sdl",1999-03-19,1,NA,-7,NA,-3
"6464","NWT","sdl",1999-03-20,2,NA,-9,NA,-3.5
"6465","NWT","sdl",1999-03-21,2,NA,-7,NA,-2.5
"6466","NWT","sdl",1999-03-22,-5,NA,-9,NA,-7
"6467","NWT","sdl",1999-03-23,1,NA,-8,NA,-3.5
"6468","NWT","sdl",1999-03-24,0,NA,-10,NA,-5
"6469","NWT","sdl",1999-03-25,3,NA,-7,NA,-2
"6470","NWT","sdl",1999-03-26,2,NA,-4,NA,-1
"6471","NWT","sdl",1999-03-27,-4,NA,-12,NA,-8
"6472","NWT","sdl",1999-03-28,-5,NA,-13,NA,-9
"6473","NWT","sdl",1999-03-29,1,NA,-10,NA,-4.5
"6474","NWT","sdl",1999-03-30,4,NA,-2,NA,1
"6475","NWT","sdl",1999-03-31,2,NA,-6,NA,-2
"6476","NWT","sdl",1999-04-01,5,NA,-13,NA,-4
"6477","NWT","sdl",1999-04-02,5,NA,-19,NA,-7
"6478","NWT","sdl",1999-04-03,-10,"1",-18,"1",-14
"6479","NWT","sdl",1999-04-04,-8,"1",-16,"1",-12
"6480","NWT","sdl",1999-04-05,-7,NA,-13,"1",-10
"6481","NWT","sdl",1999-04-06,0,NA,-8,NA,-4
"6482","NWT","sdl",1999-04-07,3,NA,-5,NA,-1
"6483","NWT","sdl",1999-04-08,-5,NA,-13,NA,-9
"6484","NWT","sdl",1999-04-09,-4,NA,-15,NA,-9.5
"6485","NWT","sdl",1999-04-10,-11,NA,-17,NA,-14
"6486","NWT","sdl",1999-04-11,-3,NA,-12,NA,-7.5
"6487","NWT","sdl",1999-04-12,2,NA,-6,NA,-2
"6488","NWT","sdl",1999-04-13,2,NA,-4,NA,-1
"6489","NWT","sdl",1999-04-14,-4,NA,-14,NA,-9
"6490","NWT","sdl",1999-04-15,-14,NA,-18,NA,-16
"6491","NWT","sdl",1999-04-16,-14,NA,-19,NA,-16.5
