"","individualID","siteID","plotID","trapID","collectDate","taxonRank","morphospeciesID","para_sciname","para_morph","col_year","col_month","col_day","dayofyear","expert_sciname","taxonID","col_index"
"1113","NEON.BET.D13.001169","NIWO","NIWO_002","N",2017-06-27,"species",NA,"Calathus advena","Calathus advena",2017,6,27,177,"Calathus advena","CALADV",1
"1114","NEON.BET.D13.001132","NIWO","NIWO_002","N",2017-06-27,"species",NA,"Pterostichus restrictus","Pterostichus restrictus",2017,6,27,177,"Pterostichus restrictus","PTERES",1
"1115","NEON.BET.D13.001153","NIWO","NIWO_008","E",2017-06-27,"species",NA,"Carabus taedatus","Carabus taedatus",2017,6,27,177,"Carabus taedatus","CARTAE",1
"1116","NEON.BET.D13.001125","NIWO","NIWO_001","E",2017-06-27,"species",NA,"Pterostichus restrictus","Pterostichus restrictus",2017,6,27,177,"Pterostichus restrictus","PTERES",1
"1117","NEON.BET.D13.001193","NIWO","NIWO_006","W",2017-06-27,"species",NA,"Amara alpina","Amara alpina",2017,6,27,177,"Amara alpina","AMAALP",1
"1118","NEON.BET.D13.001140","NIWO","NIWO_001","E",2017-06-27,"species",NA,"Carabus taedatus","Carabus taedatus",2017,6,27,177,"Carabus taedatus","CARTAE",1
"1119","NEON.BET.D13.001205","NIWO","NIWO_008","E",2017-06-27,"species",NA,"Amara alpina","Amara alpina",2017,6,27,177,"Amara alpina","AMAALP",1
"1120","NEON.BET.D13.001148","NIWO","NIWO_006","S",2017-06-27,"species",NA,"Carabus taedatus","Carabus taedatus",2017,6,27,177,"Carabus taedatus","CARTAE",1
"1121","NEON.BET.D13.001164","NIWO","NIWO_002","N",2017-06-27,"species",NA,"Calathus advena","Calathus advena",2017,6,27,177,"Calathus advena","CALADV",1
"1122","NEON.BET.D13.001173","NIWO","NIWO_002","S",2017-06-27,"species",NA,"Calathus advena","Calathus advena",2017,6,27,177,"Calathus advena","CALADV",1
"1123","NEON.BET.D13.001178","NIWO","NIWO_005","N",2017-06-27,"species",NA,"Cymindis unicolor","Cymindis unicolor",2017,6,27,177,"Cymindis unicolor","CYMUNI1",1
"1124","NEON.BET.D13.001177","NIWO","NIWO_005","N",2017-06-27,"species",NA,"Cymindis unicolor","Cymindis unicolor",2017,6,27,177,"Cymindis unicolor","CYMUNI1",1
"1125","NEON.BET.D13.001184","NIWO","NIWO_006","N",2017-06-27,"species",NA,"Amara alpina","Amara alpina",2017,6,27,177,"Amara alpina","AMAALP",1
"1126","NEON.BET.D13.001188","NIWO","NIWO_006","W",2017-06-27,"species",NA,"Amara alpina","Amara alpina",2017,6,27,177,"Amara alpina","AMAALP",1
"1127","NEON.BET.D13.001201","NIWO","NIWO_008","N",2017-06-27,"species",NA,"Amara alpina","Amara alpina",2017,6,27,177,"Amara alpina","AMAALP",1
"1128","NEON.BET.D13.001196","NIWO","NIWO_006","W",2017-06-27,"species",NA,"Amara alpina","Amara alpina",2017,6,27,177,"Amara alpina","AMAALP",1
"1129","NEON.BET.D13.001119","NIWO","NIWO_001","N",2017-06-27,"species",NA,"Pterostichus restrictus","Pterostichus restrictus",2017,6,27,177,"Pterostichus restrictus","PTERES",1
"1130","NEON.BET.D13.001135","NIWO","NIWO_002","N",2017-06-27,"species",NA,"Pterostichus restrictus","Pterostichus restrictus",2017,6,27,177,"Pterostichus restrictus","PTERES",1
"1131","NEON.BET.D13.001158","NIWO","NIWO_008","W",2017-06-27,"species",NA,"Carabus taedatus","Carabus taedatus",2017,6,27,177,"Carabus taedatus","CARTAE",1
"1132","NEON.BET.D13.001151","NIWO","NIWO_008","N",2017-06-27,"species",NA,"Carabus taedatus","Carabus taedatus",2017,6,27,177,"Carabus taedatus","CARTAE",1
"1133","NEON.BET.D13.001146","NIWO","NIWO_006","E",2017-06-27,"species",NA,"Carabus taedatus","Carabus taedatus",2017,6,27,177,"Carabus taedatus","CARTAE",1
"1134","NEON.BET.D13.001197","NIWO","NIWO_006","W",2017-06-27,"species",NA,"Amara alpina","Amara alpina",2017,6,27,177,"Amara alpina","AMAALP",1
"1135","NEON.BET.D13.001208","NIWO","NIWO_008","W",2017-06-27,"species",NA,"Amara quenseli","Amara quenseli",2017,6,27,177,"Amara quenseli","AMAQUE1",1
"1136","NEON.BET.D13.001209","NIWO","NIWO_005","W",2017-06-27,"species",NA,"Selenophorus planipennis","Selenophorus planipennis",2017,6,27,177,"Selenophorus planipennis","SELPLA",1
"1137","NEON.BET.D13.001154","NIWO","NIWO_008","S",2017-06-27,"species",NA,"Carabus taedatus","Carabus taedatus",2017,6,27,177,"Carabus taedatus","CARTAE",1
"1138","NEON.BET.D13.001133","NIWO","NIWO_002","N",2017-06-27,"species",NA,"Pterostichus restrictus","Pterostichus restrictus",2017,6,27,177,"Pterostichus restrictus","PTERES",1
"1139","NEON.BET.D13.001124","NIWO","NIWO_001","E",2017-06-27,"species",NA,"Pterostichus restrictus","Pterostichus restrictus",2017,6,27,177,"Pterostichus restrictus","PTERES",1
"1140","NEON.BET.D13.001207","NIWO","NIWO_008","W",2017-06-27,"species",NA,"Amara alpina","Amara alpina",2017,6,27,177,"Amara alpina","AMAALP",1
"1141","NEON.BET.D13.001161","NIWO","NIWO_001","N",2017-06-27,"species",NA,"Calathus advena","Calathus advena",2017,6,27,177,"Calathus advena","CALADV",1
"1142","NEON.BET.D13.001517","NIWO","NIWO_002","E",2017-06-27,"species",NA,"Pterostichus restrictus","Pterostichus restrictus",2017,6,27,177,"Pterostichus restrictus","PTERES",1
"1143","NEON.BET.D13.001203","NIWO","NIWO_008","E",2017-06-27,"species",NA,"Amara alpina","Amara alpina",2017,6,27,177,"Amara alpina","AMAALP",1
"1144","NEON.BET.D13.001126","NIWO","NIWO_001","E",2017-06-27,"species",NA,"Pterostichus restrictus","Pterostichus restrictus",2017,6,27,177,"Pterostichus restrictus","PTERES",1
"1145","NEON.BET.D13.001120","NIWO","NIWO_001","N",2017-06-27,"species",NA,"Pterostichus restrictus","Pterostichus restrictus",2017,6,27,177,"Pterostichus restrictus","PTERES",1
"1146","NEON.BET.D13.001210","NIWO","NIWO_002","E",2017-06-27,"species",NA,"Acupalpus partiarius","Acupalpus partiarius",2017,6,27,177,"Acupalpus partiarius","ACUPAR",1
"1147","NEON.BET.D13.001167","NIWO","NIWO_002","N",2017-06-27,"species",NA,"Calathus advena","Calathus advena",2017,6,27,177,"Calathus advena","CALADV",1
"1148","NEON.BET.D13.001175","NIWO","NIWO_005","W",2017-06-27,"species",NA,"Calathus advena","Calathus advena",2017,6,27,177,"Calathus advena","CALADV",1
"1149","NEON.BET.D13.001147","NIWO","NIWO_006","S",2017-06-27,"species",NA,"Carabus taedatus","Carabus taedatus",2017,6,27,177,"Carabus taedatus","CARTAE",1
"1150","NEON.BET.D13.001189","NIWO","NIWO_006","W",2017-06-27,"species",NA,"Amara alpina","Amara alpina",2017,6,27,177,"Amara alpina","AMAALP",1
"1151","NEON.BET.D13.001160","NIWO","NIWO_008","W",2017-06-27,"species",NA,"Carabus taedatus","Carabus taedatus",2017,6,27,177,"Carabus taedatus","CARTAE",1
"1152","NEON.BET.D13.001134","NIWO","NIWO_002","N",2017-06-27,"species",NA,"Pterostichus restrictus","Pterostichus restrictus",2017,6,27,177,"Pterostichus restrictus","PTERES",1
"1153","NEON.BET.D13.001136","NIWO","NIWO_002","N",2017-06-27,"species",NA,"Pterostichus restrictus","Pterostichus restrictus",2017,6,27,177,"Pterostichus restrictus","PTERES",1
"1154","NEON.BET.D13.001172","NIWO","NIWO_002","S",2017-06-27,"species",NA,"Calathus advena","Calathus advena",2017,6,27,177,"Calathus advena","CALADV",1
"1155","NEON.BET.D13.001170","NIWO","NIWO_002","N",2017-06-27,"species",NA,"Calathus advena","Calathus advena",2017,6,27,177,"Calathus advena","CALADV",1
"1156","NEON.BET.D13.001150","NIWO","NIWO_008","N",2017-06-27,"species",NA,"Carabus taedatus","Carabus taedatus",2017,6,27,177,"Carabus taedatus","CARTAE",1
"1157","NEON.BET.D13.001152","NIWO","NIWO_008","N",2017-06-27,"species",NA,"Carabus taedatus","Carabus taedatus",2017,6,27,177,"Carabus taedatus","CARTAE",1
"1158","NEON.BET.D13.001180","NIWO","NIWO_005","N",2017-06-27,"species",NA,"Cymindis unicolor","Cymindis unicolor",2017,6,27,177,"Cymindis unicolor","CYMUNI1",1
"1159","NEON.BET.D13.001176","NIWO","NIWO_001","E",2017-06-27,"species",NA,"Cymindis unicolor","Cymindis unicolor",2017,6,27,177,"Cymindis unicolor","CYMUNI1",1
"1160","NEON.BET.D13.001187","NIWO","NIWO_006","W",2017-06-27,"species",NA,"Amara alpina","Amara alpina",2017,6,27,177,"Amara alpina","AMAALP",1
"1161","NEON.BET.D13.001186","NIWO","NIWO_006","W",2017-06-27,"species",NA,"Amara alpina","Amara alpina",2017,6,27,177,"Amara alpina","AMAALP",1
"1162","NEON.BET.D13.001129","NIWO","NIWO_001","W",2017-06-27,"species",NA,"Pterostichus restrictus","Pterostichus restrictus",2017,6,27,177,"Pterostichus restrictus","PTERES",1
"1163","NEON.BET.D13.001159","NIWO","NIWO_008","W",2017-06-27,"species",NA,"Carabus taedatus","Carabus taedatus",2017,6,27,177,"Carabus taedatus","CARTAE",1
"1164","NEON.BET.D13.001127","NIWO","NIWO_001","S",2017-06-27,"species",NA,"Pterostichus restrictus","Pterostichus restrictus",2017,6,27,177,"Pterostichus restrictus","PTERES",1
"1165","NEON.BET.D13.001149","NIWO","NIWO_006","W",2017-06-27,"species",NA,"Carabus taedatus","Carabus taedatus",2017,6,27,177,"Carabus taedatus","CARTAE",1
"1166","NEON.BET.D13.001198","NIWO","NIWO_006","W",2017-06-27,"species",NA,"Amara alpina","Amara alpina",2017,6,27,177,"Amara alpina","AMAALP",1
"1167","NEON.BET.D13.001202","NIWO","NIWO_008","N",2017-06-27,"species",NA,"Amara alpina","Amara alpina",2017,6,27,177,"Amara alpina","AMAALP",1
"1168","NEON.BET.D13.001144","NIWO","NIWO_006","N",2017-06-27,"species",NA,"Carabus taedatus","Carabus taedatus",2017,6,27,177,"Carabus taedatus","CARTAE",1
"1169","NEON.BET.D13.001162","NIWO","NIWO_001","E",2017-06-27,"species",NA,"Calathus advena","Calathus advena",2017,6,27,177,"Calathus advena","CALADV",1
"1170","NEON.BET.D13.001121","NIWO","NIWO_001","N",2017-06-27,"species",NA,"Pterostichus restrictus","Pterostichus restrictus",2017,6,27,177,"Pterostichus restrictus","PTERES",1
"1171","NEON.BET.D13.001174","NIWO","NIWO_002","S",2017-06-27,"species",NA,"Calathus advena","Calathus advena",2017,6,27,177,"Calathus advena","CALADV",1
"1172","NEON.BET.D13.001156","NIWO","NIWO_008","S",2017-06-27,"species",NA,"Carabus taedatus","Carabus taedatus",2017,6,27,177,"Carabus taedatus","CARTAE",1
"1173","NEON.BET.D13.001192","NIWO","NIWO_006","W",2017-06-27,"species",NA,"Amara alpina","Amara alpina",2017,6,27,177,"Amara alpina","AMAALP",1
"1174","NEON.BET.D13.001157","NIWO","NIWO_008","S",2017-06-27,"species",NA,"Carabus taedatus","Carabus taedatus",2017,6,27,177,"Carabus taedatus","CARTAE",1
"1175","NEON.BET.D13.001200","NIWO","NIWO_008","N",2017-06-27,"species",NA,"Amara alpina","Amara alpina",2017,6,27,177,"Amara alpina","AMAALP",1
"1176","NEON.BET.D13.001122","NIWO","NIWO_001","N",2017-06-27,"species",NA,"Pterostichus restrictus","Pterostichus restrictus",2017,6,27,177,"Pterostichus restrictus","PTERES",1
"1177","NEON.BET.D13.001191","NIWO","NIWO_006","W",2017-06-27,"species",NA,"Amara alpina","Amara alpina",2017,6,27,177,"Amara alpina","AMAALP",1
"1178","NEON.BET.D13.001123","NIWO","NIWO_001","E",2017-06-27,"species",NA,"Pterostichus restrictus","Pterostichus restrictus",2017,6,27,177,"Pterostichus restrictus","PTERES",1
"1179","NEON.BET.D13.001137","NIWO","NIWO_005","N",2017-06-27,"species",NA,"Pterostichus restrictus","Pterostichus restrictus",2017,6,27,177,"Pterostichus restrictus","PTERES",1
"1180","NEON.BET.D13.001179","NIWO","NIWO_005","N",2017-06-27,"species",NA,"Cymindis unicolor","Cymindis unicolor",2017,6,27,177,"Cymindis unicolor","CYMUNI1",1
"1181","NEON.BET.D13.001166","NIWO","NIWO_002","N",2017-06-27,"species",NA,"Calathus advena","Calathus advena",2017,6,27,177,"Calathus advena","CALADV",1
"1182","NEON.BET.D13.001171","NIWO","NIWO_002","N",2017-06-27,"species",NA,"Calathus advena","Calathus advena",2017,6,27,177,"Calathus advena","CALADV",1
"1183","NEON.BET.D13.001195","NIWO","NIWO_006","W",2017-06-27,"species",NA,"Amara alpina","Amara alpina",2017,6,27,177,"Amara alpina","AMAALP",1
"1184","NEON.BET.D13.001155","NIWO","NIWO_008","S",2017-06-27,"species",NA,"Carabus taedatus","Carabus taedatus",2017,6,27,177,"Carabus taedatus","CARTAE",1
"1185","NEON.BET.D13.001142","NIWO","NIWO_003","W",2017-06-27,"species",NA,"Carabus taedatus","Carabus taedatus",2017,6,27,177,"Carabus taedatus","CARTAE",1
"1186","NEON.BET.D13.001139","NIWO","NIWO_005","W",2017-06-27,"species",NA,"Pterostichus restrictus","Pterostichus restrictus",2017,6,27,177,"Pterostichus restrictus","PTERES",1
"1187","NEON.BET.D13.001165","NIWO","NIWO_002","N",2017-06-27,"species",NA,"Calathus advena","Calathus advena",2017,6,27,177,"Calathus advena","CALADV",1
"1188","NEON.BET.D13.001183","NIWO","NIWO_006","N",2017-06-27,"species",NA,"Amara alpina","Amara alpina",2017,6,27,177,"Amara alpina","AMAALP",1
"1189","NEON.BET.D13.001190","NIWO","NIWO_006","W",2017-06-27,"species",NA,"Amara alpina","Amara alpina",2017,6,27,177,"Amara alpina","AMAALP",1
"1190","NEON.BET.D13.001145","NIWO","NIWO_006","N",2017-06-27,"species",NA,"Carabus taedatus","Carabus taedatus",2017,6,27,177,"Carabus taedatus","CARTAE",1
"1191","NEON.BET.D13.001128","NIWO","NIWO_001","S",2017-06-27,"species",NA,"Pterostichus restrictus","Pterostichus restrictus",2017,6,27,177,"Pterostichus restrictus","PTERES",1
"1192","NEON.BET.D13.001168","NIWO","NIWO_002","N",2017-06-27,"species",NA,"Calathus advena","Calathus advena",2017,6,27,177,"Calathus advena","CALADV",1
"1193","NEON.BET.D13.001163","NIWO","NIWO_002","N",2017-06-27,"species",NA,"Calathus advena","Calathus advena",2017,6,27,177,"Calathus advena","CALADV",1
"1194","NEON.BET.D13.001182","NIWO","NIWO_005","W",2017-06-27,"species",NA,"Cymindis unicolor","Cymindis unicolor",2017,6,27,177,"Cymindis unicolor","CYMUNI1",1
"1195","NEON.BET.D13.001206","NIWO","NIWO_008","S",2017-06-27,"species",NA,"Amara alpina","Amara alpina",2017,6,27,177,"Amara alpina","AMAALP",1
"1196","NEON.BET.D13.001131","NIWO","NIWO_001","W",2017-06-27,"species",NA,"Pterostichus restrictus","Pterostichus restrictus",2017,6,27,177,"Pterostichus restrictus","PTERES",1
"1197","NEON.BET.D13.001194","NIWO","NIWO_006","W",2017-06-27,"species",NA,"Amara alpina","Amara alpina",2017,6,27,177,"Amara alpina","AMAALP",1
"1198","NEON.BET.D13.001185","NIWO","NIWO_006","E",2017-06-27,"species",NA,"Amara alpina","Amara alpina",2017,6,27,177,"Amara alpina","AMAALP",1
"1199","NEON.BET.D13.001181","NIWO","NIWO_005","N",2017-06-27,"species",NA,"Cymindis unicolor","Cymindis unicolor",2017,6,27,177,"Cymindis unicolor","CYMUNI1",1
"1200","NEON.BET.D13.001138","NIWO","NIWO_005","W",2017-06-27,"species",NA,"Pterostichus restrictus","Pterostichus restrictus",2017,6,27,177,"Pterostichus restrictus","PTERES",1
"1201","NEON.BET.D13.001204","NIWO","NIWO_008","E",2017-06-27,"species",NA,"Amara alpina","Amara alpina",2017,6,27,177,"Amara alpina","AMAALP",1
"1202","NEON.BET.D13.001199","NIWO","NIWO_006","W",2017-06-27,"species",NA,"Amara alpina","Amara alpina",2017,6,27,177,"Amara alpina","AMAALP",1
"1203","NEON.BET.D13.001141","NIWO","NIWO_003","W",2017-06-27,"species",NA,"Carabus taedatus","Carabus taedatus",2017,6,27,177,"Carabus taedatus","CARTAE",1
"1204","NEON.BET.D13.001130","NIWO","NIWO_001","W",2017-06-27,"species",NA,"Pterostichus restrictus","Pterostichus restrictus",2017,6,27,177,"Pterostichus restrictus","PTERES",1
"1205","NEON.BET.D13.001143","NIWO","NIWO_006","N",2017-06-27,"species",NA,"Carabus taedatus","Carabus taedatus",2017,6,27,177,"Carabus taedatus","CARTAE",1
"1206","NEON.BET.D13.001504","NIWO","NIWO_007","N",2017-07-11,"species",NA,"Calathus advena","Calathus advena",2017,7,11,191,"Calathus advena","CALADV",2
"1207","NEON.BET.D13.001496","NIWO","NIWO_002","S",2017-07-11,"species",NA,"Calathus advena","Calathus advena",2017,7,11,191,"Calathus advena","CALADV",2
"1208","NEON.BET.D13.001398","NIWO","NIWO_006","W",2017-07-11,"species",NA,"Amara alpina","Amara alpina",2017,7,11,191,"Amara alpina","AMAALP",2
"1209","NEON.BET.D13.001360","NIWO","NIWO_008","N",2017-07-11,"species",NA,"Amara alpina","Amara alpina",2017,7,11,191,"Amara alpina","AMAALP",2
"1210","NEON.BET.D13.001241","NIWO","NIWO_008","S",2017-07-11,"species",NA,"Amara quenseli","Amara quenseli",2017,7,11,191,"Amara quenseli","AMAQUE1",2
"1211","NEON.BET.D13.001498","NIWO","NIWO_002","S",2017-07-11,"species",NA,"Calathus advena","Calathus advena",2017,7,11,191,"Calathus advena","CALADV",2
"1212","NEON.BET.D13.001497","NIWO","NIWO_002","S",2017-07-11,"species",NA,"Calathus advena","Calathus advena",2017,7,11,191,"Calathus advena","CALADV",2
"1213","NEON.BET.D13.001260","NIWO","NIWO_005","N",2017-07-11,"species",NA,"Pterostichus restrictus","Pterostichus restrictus",2017,7,11,191,"Pterostichus restrictus","PTERES",2
"1214","NEON.BET.D13.001270","NIWO","NIWO_004","N",2017-07-11,"species",NA,"Harpalus nigritarsis","Harpalus nigritarsis",2017,7,11,191,"Harpalus nigritarsis","HARNIG",2
"1215","NEON.BET.D13.001215","NIWO","NIWO_002","S",2017-07-11,"species",NA,"Calathus advena","Calathus advena",2017,7,11,191,"Calathus advena","CALADV",2
"1216","NEON.BET.D13.001214","NIWO","NIWO_002","S",2017-07-11,"species",NA,"Pterostichus restrictus","Pterostichus restrictus",2017,7,11,191,"Pterostichus restrictus","PTERES",2
"1217","NEON.BET.D13.001259","NIWO","NIWO_005","N",2017-07-11,"species",NA,"Calathus advena","Calathus advena",2017,7,11,191,"Calathus advena","CALADV",2
"1218","NEON.BET.D13.001213","NIWO","NIWO_002","E",2017-07-11,"species",NA,"Pterostichus restrictus","Pterostichus restrictus",2017,7,11,191,"Pterostichus restrictus","PTERES",2
"1219","NEON.BET.D13.001226","NIWO","NIWO_003","N",2017-07-11,"species",NA,"Amara quenseli","Amara quenseli",2017,7,11,191,"Amara quenseli","AMAQUE1",2
"1220","NEON.BET.D13.001252","NIWO","NIWO_006","E",2017-07-11,"species",NA,"Carabus taedatus","Carabus taedatus",2017,7,11,191,"Carabus taedatus","CARTAE",2
"1221","NEON.BET.D13.001361","NIWO","NIWO_008","N",2017-07-11,"species",NA,"Amara alpina","Amara alpina",2017,7,11,191,"Amara alpina","AMAALP",2
"1222","NEON.BET.D13.001238","NIWO","NIWO_010","W",2017-07-11,"species",NA,"Pterostichus restrictus","Pterostichus restrictus",2017,7,11,191,"Pterostichus restrictus","PTERES",2
"1223","NEON.BET.D13.001395","NIWO","NIWO_006","W",2017-07-11,"species",NA,"Amara alpina","Amara alpina",2017,7,11,191,"Amara alpina","AMAALP",2
"1224","NEON.BET.D13.001400","NIWO","NIWO_006","W",2017-07-11,"species",NA,"Amara alpina","Amara alpina",2017,7,11,191,"Amara alpina","AMAALP",2
"1225","NEON.BET.D13.001379","NIWO","NIWO_008","N",2017-07-11,"species",NA,"Amara alpina","Amara alpina",2017,7,11,191,"Amara alpina","AMAALP",2
"1226","NEON.BET.D13.001388","NIWO","NIWO_006","W",2017-07-11,"species",NA,"Amara alpina","Amara alpina",2017,7,11,191,"Amara alpina","AMAALP",2
"1227","NEON.BET.D13.001396","NIWO","NIWO_006","W",2017-07-11,"species",NA,"Amara alpina","Amara alpina",2017,7,11,191,"Amara alpina","AMAALP",2
"1228","NEON.BET.D13.001426","NIWO","NIWO_008","E",2017-07-11,"species",NA,"Carabus taedatus","Carabus taedatus",2017,7,11,191,"Carabus taedatus","CARTAE",2
"1229","NEON.BET.D13.001494","NIWO","NIWO_002","S",2017-07-11,"species",NA,"Calathus advena","Calathus advena",2017,7,11,191,"Calathus advena","CALADV",2
"1230","NEON.BET.D13.001258","NIWO","NIWO_005","N",2017-07-11,"species",NA,"Calathus advena","Calathus advena",2017,7,11,191,"Calathus advena","CALADV",2
"1231","NEON.BET.D13.001387","NIWO","NIWO_006","W",2017-07-11,"species",NA,"Amara alpina","Amara alpina",2017,7,11,191,"Amara alpina","AMAALP",2
"1232","NEON.BET.D13.001250","NIWO","NIWO_006","N",2017-07-11,"species",NA,"Carabus taedatus","Carabus taedatus",2017,7,11,191,"Carabus taedatus","CARTAE",2
"1233","NEON.BET.D13.001416","NIWO","NIWO_002","N",2017-07-11,"species",NA,"Calathus advena","Calathus advena",2017,7,11,191,"Calathus advena","CALADV",2
"1234","NEON.BET.D13.001262","NIWO","NIWO_005","N",2017-07-11,"species",NA,"Harpalus nigritarsis","Harpalus nigritarsis",2017,7,11,191,"Harpalus nigritarsis","HARNIG",2
"1235","NEON.BET.D13.001350","NIWO","NIWO_005","N",2017-07-11,"species",NA,"Cymindis unicolor","Cymindis unicolor",2017,7,11,191,"Cymindis unicolor","CYMUNI1",2
"1236","NEON.BET.D13.001490","NIWO","NIWO_002","S",2017-07-11,"species",NA,"Calathus advena","Calathus advena",2017,7,11,191,"Calathus advena","CALADV",2
"1237","NEON.BET.D13.001239","NIWO","NIWO_008","W",2017-07-11,"species",NA,"Carabus taedatus","Carabus taedatus",2017,7,11,191,"Carabus taedatus","CARTAE",2
"1238","NEON.BET.D13.001242","NIWO","NIWO_007","N",2017-07-11,"species",NA,"Cymindis unicolor","Cymindis unicolor",2017,7,11,191,"Cymindis unicolor","CYMUNI1",2
"1239","NEON.BET.D13.001514","NIWO","NIWO_007","N",2017-07-11,"species",NA,"Calathus advena","Calathus advena",2017,7,11,191,"Calathus advena","CALADV",2
"1240","NEON.BET.D13.001362","NIWO","NIWO_008","N",2017-07-11,"species",NA,"Amara alpina","Amara alpina",2017,7,11,191,"Amara alpina","AMAALP",2
"1241","NEON.BET.D13.001509","NIWO","NIWO_007","N",2017-07-11,"species",NA,"Calathus advena","Calathus advena",2017,7,11,191,"Calathus advena","CALADV",2
"1242","NEON.BET.D13.001501","NIWO","NIWO_002","S",2017-07-11,"species",NA,"Calathus advena","Calathus advena",2017,7,11,191,"Calathus advena","CALADV",2
"1243","NEON.BET.D13.001380","NIWO","NIWO_008","N",2017-07-11,"species",NA,"Amara alpina","Amara alpina",2017,7,11,191,"Amara alpina","AMAALP",2
"1244","NEON.BET.D13.001512","NIWO","NIWO_007","N",2017-07-11,"species",NA,"Calathus advena","Calathus advena",2017,7,11,191,"Calathus advena","CALADV",2
"1245","NEON.BET.D13.001389","NIWO","NIWO_006","W",2017-07-11,"species",NA,"Amara alpina","Amara alpina",2017,7,11,191,"Amara alpina","AMAALP",2
"1246","NEON.BET.D13.001392","NIWO","NIWO_006","W",2017-07-11,"species",NA,"Amara alpina","Amara alpina",2017,7,11,191,"Amara alpina","AMAALP",2
"1247","NEON.BET.D13.001218","NIWO","NIWO_002","N",2017-07-11,"species",NA,"Pterostichus restrictus","Pterostichus restrictus",2017,7,11,191,"Pterostichus restrictus","PTERES",2
"1248","NEON.BET.D13.001363","NIWO","NIWO_008","N",2017-07-11,"species",NA,"Amara alpina","Amara alpina",2017,7,11,191,"Amara alpina","AMAALP",2
"1249","NEON.BET.D13.001355","NIWO","NIWO_005","N",2017-07-11,"species",NA,"Cymindis unicolor","Cymindis unicolor",2017,7,11,191,"Cymindis unicolor","CYMUNI1",2
"1250","NEON.BET.D13.001499","NIWO","NIWO_002","S",2017-07-11,"species",NA,"Calathus advena","Calathus advena",2017,7,11,191,"Calathus advena","CALADV",2
"1251","NEON.BET.D13.001248","NIWO","NIWO_006","N",2017-07-11,"species",NA,"Carabus taedatus","Carabus taedatus",2017,7,11,191,"Carabus taedatus","CARTAE",2
"1252","NEON.BET.D13.001231","NIWO","NIWO_004","W",2017-07-11,"species",NA,"Pterostichus restrictus","Pterostichus restrictus",2017,7,11,191,"Pterostichus restrictus","PTERES",2
"1253","NEON.BET.D13.001417","NIWO","NIWO_002","N",2017-07-11,"species",NA,"Calathus advena","Calathus advena",2017,7,11,191,"Calathus advena","CALADV",2
"1254","NEON.BET.D13.001227","NIWO","NIWO_003","W",2017-07-11,"species",NA,"Carabus taedatus","Carabus taedatus",2017,7,11,191,"Carabus taedatus","CARTAE",2
"1255","NEON.BET.D13.001513","NIWO","NIWO_007","N",2017-07-11,"species",NA,"Calathus advena","Calathus advena",2017,7,11,191,"Calathus advena","CALADV",2
"1256","NEON.BET.D13.001222","NIWO","NIWO_002","N",2017-07-11,"species",NA,"Calathus advena","Calathus advena",2017,7,11,191,"Calathus advena","CALADV",2
"1257","NEON.BET.D13.001506","NIWO","NIWO_007","N",2017-07-11,"species",NA,"Calathus advena","Calathus advena",2017,7,11,191,"Calathus advena","CALADV",2
"1258","NEON.BET.D13.001255","NIWO","NIWO_006","W",2017-07-11,"species",NA,"Harpalus animosus","Harpalus animosus",2017,7,11,191,"Harpalus animosus","HARANI",2
"1259","NEON.BET.D13.001253","NIWO","NIWO_006","W",2017-07-11,"species",NA,"Carabus taedatus","Carabus taedatus",2017,7,11,191,"Carabus taedatus","CARTAE",2
"1260","NEON.BET.D13.001233","NIWO","NIWO_010","W",2017-07-11,"species",NA,"Calathus advena","Calathus advena",2017,7,11,191,"Calathus advena","CALADV",2
"1261","NEON.BET.D13.001212","NIWO","NIWO_002","E",2017-07-11,"species",NA,"Pterostichus restrictus","Pterostichus restrictus",2017,7,11,191,"Pterostichus restrictus","PTERES",2
"1262","NEON.BET.D13.001422","NIWO","NIWO_008","S",2017-07-11,"species",NA,"Carabus taedatus","Carabus taedatus",2017,7,11,191,"Carabus taedatus","CARTAE",2
"1263","NEON.BET.D13.001404","NIWO","NIWO_006","W",2017-07-11,"species",NA,"Amara alpina","Amara alpina",2017,7,11,191,"Amara alpina","AMAALP",2
"1264","NEON.BET.D13.001507","NIWO","NIWO_007","N",2017-07-11,"species",NA,"Calathus advena","Calathus advena",2017,7,11,191,"Calathus advena","CALADV",2
"1265","NEON.BET.D13.001230","NIWO","NIWO_003","S",2017-07-11,"species",NA,"Amara quenseli","Amara quenseli",2017,7,11,191,"Amara quenseli","AMAQUE1",2
"1266","NEON.BET.D13.001235","NIWO","NIWO_010","W",2017-07-11,"species",NA,"Calathus advena","Calathus advena",2017,7,11,191,"Calathus advena","CALADV",2
"1267","NEON.BET.D13.001495","NIWO","NIWO_002","S",2017-07-11,"species",NA,"Calathus advena","Calathus advena",2017,7,11,191,"Calathus advena","CALADV",2
"1268","NEON.BET.D13.001402","NIWO","NIWO_006","W",2017-07-11,"species",NA,"Amara alpina","Amara alpina",2017,7,11,191,"Amara alpina","AMAALP",2
"1269","NEON.BET.D13.001240","NIWO","NIWO_008","W",2017-07-11,"species",NA,"Amara alpina","Amara alpina",2017,7,11,191,"Amara alpina","AMAALP",2
